frequency,minimum_gap_over_candidates,maximum_gap_over_candidates,all_nine_positive
3.8,0.09228911015449387,0.143978299195942,1
3.8049999999999997,0.09285292568341305,0.14468390989637187,1
3.8099999999999996,0.0934088276812731,0.14537919896637685,1
3.8149999999999995,0.09395663167856631,0.1460639688336131,1
3.8199999999999994,0.09449615501789169,0.14673802410497255,1
3.8249999999999993,0.09502721698962492,0.14740117170546502,1
3.829999999999999,0.09554963896745446,0.14805322101684154,1
3.834999999999999,0.09606324454360798,0.1486939840157864,1
3.839999999999999,0.0965678596635942,0.14932327541149393,1
3.844999999999999,0.09706331276027888,0.1499409127824568,1
3.8499999999999988,0.09754943488711691,0.15054671671227665,1
3.8549999999999986,0.09802605985035684,0.15114051092432068,1
3.8599999999999985,0.09849302434003646,0.15172212241503474,1
3.8649999999999984,0.0989501680595848,0.15229138158573247,1
3.8699999999999983,0.09939733385384855,0.1528481223726733,1
3.8749999999999982,0.09983436783535798,0.15339218237524757,1
3.879999999999998,0.10026111950865162,0.15392340298208143,1
3.884999999999998,0.10067744189247599,0.15444162949488444,1
3.889999999999998,0.10108319163968246,0.15494671124985415,1
3.894999999999998,0.10147822915464111,0.15543850173646137,1
3.8999999999999977,0.10186241870799667,0.1559168587134393,1
3.9049999999999976,0.10223562854859257,0.15638164432180152,1
3.9099999999999975,0.10259773101239372,0.1568327251947203,1
3.9149999999999974,0.1029486026282403,0.15726997256409617,1
3.9199999999999973,0.10328812422027064,0.15769326236365694,1
3.924999999999997,0.10361618100685396,0.15810247532842758,1
3.929999999999997,0.10393266269588006,0.15849749709041674,1
3.934999999999997,0.10423746357625652,0.1588782182703714,1
3.939999999999997,0.10453048260547049,0.1592445345654567,1
3.9449999999999967,0.10481162349307807,0.1595963468327239,1
3.9499999999999966,0.1050807947799891,0.1599335611682353,1
3.9549999999999965,0.10533790991342383,0.1602560889817222,1
3.9599999999999964,0.10558288731742277,0.160563847066658,1
3.9649999999999963,0.10581565045879926,0.16085675766563629,1
3.969999999999996,0.10603612790843103,0.16113474853095225,1
3.974999999999996,0.10624425339779606,0.16139775298029102,1
3.979999999999996,0.10643996587066418,0.16164570994743677,1
3.984999999999996,0.10662320952986436,0.16187856402792417,1
3.9899999999999958,0.10679393387905839,0.16209626551956138,1
3.9949999999999957,0.10695209375945566,0.16229877045776275,1
3.9999999999999956,0.1070976493814175,0.16248604064563998,1
4.0049999999999955,0.10723056635090372,0.1626580436788046,1
4.009999999999995,0.10735081569072716,0.1628147529648507,1
4.014999999999995,0.10745837385658723,0.16295614773748912,1
4.019999999999995,0.10755322274786577,0.16308221306531717,1
4.024999999999995,0.1076353497131749,0.1631929398552172,1
4.029999999999995,0.10770474755065815,0.1632883248503848,1
4.034999999999995,0.10776141450305363,0.16336837062299803,1
4.039999999999995,0.10780535424753687,0.16343308556154643,1
4.044999999999995,0.10783657588037222,0.16348248385285138,1
4.0499999999999945,0.10785509389640739,0.16351658545881376,1
4.054999999999994,0.10786092816345733,0.16353541608793581,1
4.059999999999994,0.10785410389163057,0.16353900716167438,1
4.064999999999994,0.10783465159766059,0.1635273957756891,1
4.069999999999994,0.10780260706431241,0.16350062465605675,1
4.074999999999994,0.1077580112949435,0.163458742110535,1
4.079999999999994,0.10770091046330521,0.1634018019749624,1
4.084999999999994,0.10763135585867939,0.16332986355489187,1
4.089999999999994,0.10754940382645084,0.16324299156256117,1
4.0949999999999935,0.10745511570422582,0.1631412560493114,1
4.099999999999993,0.10734855775361056,0.16302473233357204,1
4.104999999999993,0.10722980108777283,0.16289350092453578,1
4.109999999999993,0.10709892159491413,0.16274764744165438,1
4.114999999999993,0.10695599985778687,0.16258726253009192,1
4.119999999999993,0.10680112106939565,0.16241244177227748,1
4.124999999999993,0.10663437494502719,0.16222328559570354,1
4.129999999999993,0.10645585563075835,0.16201989917712273,1
4.134999999999993,0.10626566160859544,0.16180239234329896,1
4.139999999999993,0.10606389559840301,0.16157087946847232,1
4.1449999999999925,0.10585066445678215,0.16132547936870212,1
4.149999999999992,0.10562607907306332,0.16106631519325498,1
4.154999999999992,0.10539025426258086,0.160793514313207,1
4.159999999999992,0.10514330865739743,0.16050720820743253,1
4.164999999999992,0.10488536459465111,0.1602075323461536,1
4.169999999999992,0.10461654800269639,0.1598946260722249,1
4.174999999999992,0.10433698828521479,0.15956863248033154,1
4.179999999999992,0.10404681820346856,0.1592296982942773,1
4.184999999999992,0.10374617375687324,0.15887797374254073,1
4.1899999999999915,0.10343519406206395,0.15851361243227707,1
4.194999999999991,0.1031140212306301,0.15813677122194353,1
4.199999999999991,0.10278280024569372,0.15774761009272534,1
4.204999999999991,0.10244167883750246,0.1573462920189368,1
4.209999999999991,0.10209080735821016,0.15693298283757356,1
4.214999999999991,0.10173033865601457,0.15650785111718657,1
4.219999999999991,0.10136042794881969,0.15607106802624943,1
4.224999999999991,0.10098123269758785,0.15562280720118687,1
4.229999999999991,0.10059291247954458,0.1551632446142291,1
4.2349999999999905,0.10019562886139564,0.15469255844125535,1
4.23999999999999,0.09978954527271272,0.1542109289297841,1
4.24499999999999,0.09937482687964069,0.1537185382672673,1
4.24999999999999,0.09895164045907545,0.15321557044983938,1
4.25499999999999,0.09852015427345841,0.15270221115166854,1
4.25999999999999,0.09808053794632723,0.15217864759505512,1
4.26499999999999,0.09763296233876156,0.15164506842141595,1
4.26999999999999,0.09717759942685435,0.15110166356328858,1
4.27499999999999,0.09671462218033744,0.15054862411748726,1
4.27999999999999,0.09624420444248412,0.14998614221953432,1
4.2849999999999895,0.09576652081140624,0.1494144109194881,1
4.289999999999989,0.09528174652285892,0.14883362405928333,1
4.294999999999989,0.09479005733466114,0.14824397615169227,1
4.299999999999989,0.09429162941283445,0.14764566226101355,1
